column_a,column_b,column_c
250,5.521460917862246,62500
251,5.5254529391317835,63001
252,5.529429087511423,63504
253,5.53338948872752,64009
254,5.537334267018537,64516
255,5.541263545158426,65025
256,5.545177444479562,65536
257,5.54907608489522,66049
258,5.552959584921617,66564
259,5.556828061699537,67081
260,5.560681631015528,67600
261,5.564520407322694,68121
262,5.568344503761097,68644
263,5.572154032177765,69169
264,5.575949103146316,69696
265,5.579729825986222,70225
266,5.583496308781699,70756
267,5.58724865840025,71289
268,5.5909869805108565,71824
269,5.594711379601839,72361
270,5.598421958998375,72900
271,5.602118820879701,73441
272,5.605802066295998,73984
273,5.60947179518496,74529
274,5.6131281063880705,75076
275,5.616771097666572,75625
276,5.62040086571715,76176
277,5.6240175061873385,76729
278,5.627621113690637,77284
279,5.631211781821365,77841
280,5.634789603169249,78400
281,5.638354669333745,78961
282,5.641907070938114,79524
283,5.645446897643238,80089
284,5.648974238161206,80656
285,5.652489180268651,81225
286,5.655991810819852,81796
287,5.659482215759621,82369
288,5.662960480135946,82944
289,5.666426688112432,83521
290,5.66988092298052,84100
291,5.673323267171493,84681
292,5.676753802268282,85264
293,5.680172609017068,85849
294,5.683579767338681,86436
295,5.68697535633982,87025
296,5.69035945432406,87616
297,5.6937321388027,88209
298,5.697093486505405,88804
299,5.700443573390687,89401
300,5.703782474656201,90000
301,5.707110264748875,90601
302,5.71042701737487,91204
303,5.713732805509369,91809
304,5.717027701406222,92416
305,5.720311776607412,93025
306,5.723585101952381,93636
307,5.726847747587197,94249
308,5.730099782973574,94864
309,5.733341276897746,95481
310,5.736572297479192,96100
311,5.739792912179234,96721
312,5.7430031878094825,97344
313,5.746203190540153,97969
314,5.749392985908253,98596
315,5.752572638825633,99225
316,5.755742213586912,99856
317,5.75890177387728,100489
318,5.762051382780177,101124
319,5.765191102784844,101761
320,5.768320995793772,102400
321,5.771441123130016,103041
322,5.7745515455444085,103684
323,5.777652323222656,104329
324,5.780743515792329,104976
325,5.783825182329737,105625
326,5.786897381366708,106276
327,5.7899601708972535,106929
328,5.793013608384144,107584
329,5.796057750765372,108241
330,5.799092654460526,108900
331,5.802118375377063,109561
332,5.805134968916488,110224
333,5.808142489980444,110889
334,5.811140992976701,111556
335,5.814130531825066,112225
336,5.817111159963204,112896
337,5.820082930352362,113569
338,5.823045895483019,114244
339,5.82600010738045,114921
340,5.8289456176102075,115600
341,5.831882477283517,116281
342,5.834810737062605,116964
343,5.8377304471659395,117649
344,5.840641657373398,118336
345,5.84354441703136,119025
346,5.846438775057725,119716
347,5.849324779946859,120409
348,5.8522024797744745,121104
349,5.855071922202427,121801
350,5.857933154483459,122500
351,5.860786223465865,123201
352,5.863631175598097,123904
353,5.8664680569332965,124609
354,5.869296913133774,125316
355,5.872117789475416,126025
356,5.87493073085203,126736
357,5.877735781779639,127449
358,5.8805329864007,128164
359,5.883322388488279,128881
360,5.886104031450156,129600
361,5.8888779583328805,130321
362,5.8916442118257715,131044
363,5.8944028342648505,131769
364,5.8971538676367405,132496
365,5.8998973535824915,133225
366,5.902633333401366,133956
367,5.905361848054571,134689
368,5.908082938168931,135424
369,5.910796644040527,136161
370,5.91350300563827,136900
371,5.916202062607435,137641
372,5.918893854273146,138384
373,5.921578419643816,139129
374,5.924255797414532,139876
375,5.926926025970411,140625
376,5.929589143389895,141376
377,5.932245187448011,142129
378,5.934894195619588,142884
379,5.937536205082426,143641
380,5.940171252720432,144400
381,5.942799375126701,145161
382,5.945420608606575,145924
383,5.948034989180646,146689
384,5.950642552587727,147456
385,5.953243334287785,148225
386,5.955837369464831,148996
387,5.958424693029782,149769
388,5.961005339623274,150544
389,5.963579343618446,151321
390,5.966146739123692,152100
391,5.968707559985366,152881
392,5.971261839790462,153664
393,5.973809611869261,154449
394,5.976350909297934,155236
395,5.978885764901122,156025
396,5.981414211254481,156816
397,5.983936280687191,157609
398,5.986452005284438,158404
399,5.988961416889864,159201
400,5.991464547107982,160000
401,5.993961427306569,160801
402,5.996452088619021,161604
403,5.998936561946683,162409
404,6.0014148779611505,163216
405,6.003887067106539,164025
406,6.0063531596017325,164836
407,6.008813185442595,165649
408,6.0112671744041615,166464
409,6.013715156042802,167281
410,6.016157159698354,168100
411,6.018593214496234,168921
412,6.021023349349527,169744
413,6.023447592961033,170569
414,6.025865973825314,171396
415,6.028278520230698,172225
416,6.030685260261263,173056
417,6.0330862217988015,173889
418,6.035481432524756,174724
419,6.037870919922137,175561
420,6.040254711277414,176400
421,6.042632833682381,177241
422,6.045005314036012,178084
423,6.0473721790462776,178929
424,6.049733455231958,179776
425,6.052089168924417,180625
426,6.054439346269371,181476
427,6.056784013228625,182329
428,6.059123195581797,183184
429,6.061456918928017,184041
430,6.063785208687608,184900
431,6.066108090103747,185761
432,6.068425588244111,186624
433,6.07073772800249,187489
434,6.073044534100405,188356
435,6.075346031088684,189225
436,6.077642243349034,190096
437,6.07993319509559,190969
438,6.082218910376446,191844
439,6.0844994130751715,192721
440,6.0867747269123065,193600
441,6.089044875446846,194481
442,6.091309882077698,195364
443,6.093569770045136,196249
444,6.095824562432225,197136
445,6.09807428216624,198025
446,6.100318952020064,198916
447,6.102558594613569,199809
448,6.104793232414985,200704
449,6.1070228877422545,201601
450,6.1092475827643655,202500
451,6.111467339502679,203401
452,6.113682179832232,204304
453,6.115892125483034,205209
454,6.118097198041348,206116
455,6.12029741895095,207025
456,6.1224928095143865,207936
457,6.124683390894205,208849
458,6.126869184114185,209764
459,6.129050210060545,210681
460,6.131226489483141,211600
461,6.133398042996649,212521
462,6.135564891081739,213444
463,6.137727054086234,214369
464,6.139884552226255,215296
465,6.142037405587356,216225
466,6.144185634125646,217156
467,6.1463292576688975,218089
468,6.148468295917647,219024
469,6.150602768446279,219961
470,6.152732694704104,220900
471,6.154858094016418,221841
472,6.156978985585555,222784
473,6.159095388491933,223729
474,6.161207321695077,224676
475,6.163314804034641,225625
476,6.16541785423142,226576
477,6.1675164908883415,227529
478,6.169610732491456,228484
479,6.171700597410915,229441
480,6.173786103901937,230400
481,6.175867270105761,231361
482,6.1779441140506,232324
483,6.180016653652572,233289
484,6.182084906716632,234256
485,6.184148890937483,235225
486,6.186208623900494,236196
487,6.18826412308259,237169
488,6.1903154058531475,238144
489,6.192362489474872,239121
490,6.194405391104672,240100
491,6.19644412779452,241081
492,6.198478716492308,242064
493,6.20050917404269,243049
494,6.202535517187923,244036
495,6.20455776256869,245025
496,6.206575926724928,246016
497,6.208590026096629,247009
498,6.210600077024653,248004
499,6.212606095751519,249001
500,6.214608098422191,250000
501,6.2166061010848646,251001
502,6.218600119691729,252004
503,6.220590170099739,253009
504,6.222576268071369,254016
505,6.22455842927536,255025
506,6.226536669287466,256036
507,6.2285110035911835,257049
508,6.230481447578482,258064
509,6.2324480165505225,259081
510,6.234410725718371,260100
511,6.236369590203704,261121
512,6.238324625039508,262144
513,6.240275845170769,263169
514,6.2422232654551655,264196
515,6.244166900663736,265225
516,6.246106765481563,266256
517,6.248042874508429,267289
518,6.249975242259483,268324
519,6.251903883165888,269361
520,6.253828811575473,270400
521,6.255750041753367,271441
522,6.257667587882639,272484
523,6.259581464064923,273529
524,6.261491684321042,274576
525,6.263398262591624,275625
526,6.26530121273771,276676
527,6.267200548541362,277729
528,6.269096283706261,278784
529,6.270988431858299,279841
530,6.272877006546167,280900
531,6.274762021241939,281961
532,6.2766434893416445,283024
533,6.278521424165844,284089
534,6.280395838960195,285156
535,6.282266746896006,286225
536,6.284134161070802,287296
537,6.285998094508865,288369
538,6.2878585601617845,289444
539,6.289715570908998,290521
540,6.29156913955832,291600
541,6.293419278846481,292681
542,6.295266001439646,293764
543,6.297109319933935,294849
544,6.298949246855942,295936
545,6.300785794663244,297025
546,6.302618975744905,298116
547,6.304448802421981,299209
548,6.306275286948016,300304
549,6.3080984415095305,301401
550,6.309918278226516,302500
551,6.311734809152915,303601
552,6.313548046277095,304704
553,6.315358001522335,305809
554,6.317164686747284,306916
555,6.318968113746434,308025
556,6.320768294250582,309136
557,6.322565239927284,310249
558,6.324358962381311,311364
559,6.326149473155099,312481
560,6.327936783729195,313600
561,6.329720905522696,314721
562,6.331501849893691,315844
563,6.333279628139691,316969
564,6.335054251498059,318096
565,6.336825731146441,319225
566,6.338594078203183,320356
567,6.340359303727752,321489
568,6.342121418721152,322624
569,6.343880434126331,323761
570,6.345636360828596,324900
571,6.3473892096560105,326041
572,6.349138991379798,327184
573,6.35088571671474,328329
574,6.352629396319567,329476
575,6.354370040797351,330625
576,6.3561076606958915,331776
577,6.3578422665081,332929
578,6.359573868672378,334084
579,6.361302477572996,335241
580,6.363028103540465,336400
581,6.364750756851911,337561
582,6.366470447731438,338724
583,6.368187186350492,339889
584,6.369900982828227,341056
585,6.371611847231857,342225
586,6.373319789577012,343396
587,6.375024819828097,344569
588,6.376726947898627,345744
589,6.3784261836515865,346921
590,6.380122536899765,348100
591,6.3818160174060985,349281
592,6.3835066348840055,350464
593,6.385194398997726,351649
594,6.386879319362645,352836
595,6.38856140554563,354025
596,6.39024066706535,355216
597,6.391917113392602,356409
598,6.393590753950631,357604
599,6.395261598115449,358801
600,6.396929655216146,360000
601,6.398594934535208,361201
602,6.400257445308821,362404
603,6.401917196727186,363609
604,6.403574197934815,364816
605,6.405228458030842,366025
606,6.406879986069314,367236
607,6.408528791059498,368449
608,6.410174881966167,369664
609,6.411818267709897,370881
610,6.413458957167357,372100
611,6.415096959171596,373321
612,6.416732282512326,374544
613,6.418364935936212,375769
614,6.419994928147142,376996
615,6.421622267806518,378225
616,6.423246963533519,379456
617,6.424869023905388,380689
618,6.42648845745769,381924
619,6.428105272684596,383161
620,6.429719478039138,384400
621,6.431331081933479,385641
622,6.432940092739179,386884
623,6.434546518787453,388129
624,6.436150368369428,389376
625,6.437751649736401,390625
626,6.439350371100098,391876
627,6.440946540632921,393129
628,6.4425401664681985,394384
629,6.444131256700441,395641
630,6.4457198193855785,396900
631,6.447305862541213,398161
632,6.448889394146858,399424
633,6.450470422144176,400689
634,6.452048954437226,401956
635,6.453624998892692,403225
636,6.455198563340122,404496
637,6.456769655572163,405769
638,6.45833828334479,407044
639,6.459904454377535,408321
640,6.461468176353717,409600
641,6.46302945692067,410881
642,6.464588303689961,412164
643,6.466144724237619,413449
644,6.467698726104354,414736
645,6.4692503167957724,416025
646,6.470799503782602,417316
647,6.472346294500901,418609
648,6.473890696352274,419904
649,6.47543271670409,421201
650,6.476972362889683,422500
651,6.478509642208569,423801
652,6.480044561926653,425104
653,6.481577129276431,426409
654,6.483107351457199,427716
655,6.484635235635252,429025
656,6.486160788944089,430336
657,6.48768401848461,431649
658,6.489204931325317,432964
659,6.490723534502507,434281
660,6.492239835020471,435600
661,6.493753839851686,436921
662,6.495265555937008,438244
663,6.4967749901858625,439569
664,6.498282149476434,440896
665,6.499787040655854,442225
666,6.501289670540389,443556
667,6.502790045915623,444889
668,6.504288173536645,446224
669,6.505784060128229,447561
670,6.507277712385012,448900
671,6.508769136971682,450241
672,6.51025834052315,451584
673,6.511745329644728,452929
674,6.513230110912307,454276
675,6.51471269087253,455625
676,6.516193076042964,456976
677,6.517671272912275,458329
678,6.519147287940395,459684
679,6.520621127558696,461041
680,6.522092798170152,462400
681,6.523562306149512,463761
682,6.525029657843462,465124
683,6.52649485957079,466489
684,6.52795791762255,467856
685,6.529418838262226,469225
686,6.530877627725885,470596
687,6.532334292222349,471969
688,6.5337888379333435,473344
689,6.535241271013659,474721
690,6.536691597591305,476100
691,6.53813982376767,477481
692,6.539585955617669,478864
693,6.541029999189903,480249
694,6.542471960506805,481636
695,6.543911845564792,483025
696,6.54534966033442,484416
697,6.546785410760524,485809
698,6.548219102762372,487204
699,6.54965074223381,488601
700,6.551080335043404,490000
701,6.55250788703459,491401
702,6.553933404025811,492804
703,6.555356891810665,494209
704,6.556778356158042,495616
705,6.558197802812269,497025
706,6.559615237493242,498436
707,6.561030665896573,499849
708,6.56244409369372,501264
709,6.5638555265321274,502681
710,6.565264970035361,504100
711,6.566672429803241,505521
712,6.568077911411976,506944
713,6.569481420414296,508369
714,6.570882962339584,509796
715,6.5722825426940075,511225
716,6.573680166960646,512656
717,6.57507584059962,514089
718,6.576469569048224,515524
719,6.577861357721047,516961
720,6.579251212010101,518400
721,6.580639137284949,519841
722,6.582025138892826,521284
723,6.583409222158765,522729
724,6.584791392385716,524176
725,6.586171654854675,525625
726,6.587550014824796,527076
727,6.588926477533519,528529
728,6.590301048196686,529984
729,6.591673732008658,531441
730,6.593044534142437,532900
731,6.594413459749778,534361
732,6.595780513961311,535824
733,6.597145701886651,537289
734,6.598509028614515,538756
735,6.5998704992128365,540225
736,6.601230118728877,541696
737,6.602587892189336,543169
738,6.6039438246004725,544644
739,6.6052979209482015,546121
740,6.606650186198215,547600
741,6.608000625296087,549081
742,6.60934924316738,550564
743,6.610696044717759,552049
744,6.612041034833092,553536
745,6.61338421837956,555025
746,6.61472560020376,556516
747,6.616065185132817,558009
748,6.617402977974478,559504
749,6.618738983517219,561001
750,6.620073206530356,562500
751,6.621405651764134,564001
752,6.62273632394984,565504
753,6.6240652277998935,567009
754,6.625392368007956,568516
755,6.626717749249025,570025
756,6.628041376179533,571536
757,6.6293632534374485,573049
758,6.630683385642372,574564
759,6.63200177739563,576081
760,6.633318433280377,577600
761,6.634633357861686,579121
762,6.635946555686647,580644
763,6.637258031284457,582169
764,6.638567789166521,583696
765,6.639875833826536,585225
766,6.641182169740591,586756
767,6.642486801367256,588289
768,6.643789733147672,589824
769,6.645090969505644,591361
770,6.646390514847729,592900
771,6.647688373563329,594441
772,6.648984550024776,595984
773,6.650279048587422,597529
774,6.651571873589727,599076
775,6.652863029353347,600625
776,6.654152520183219,602176
777,6.655440350367647,603729
778,6.656726524178391,605284
779,6.658011045870748,606841
780,6.659293919683638,608400
781,6.660575149839686,609961
782,6.661854740545311,611524
783,6.663132695990803,613089
784,6.664409020350408,614656
785,6.665683717782408,616225
786,6.666956792429207,617796
787,6.668228248417403,619369
788,6.669498089857879,620944
789,6.670766320845874,622521
790,6.672032945461067,624100
791,6.673297967767654,625681
792,6.674561391814426,627264
793,6.675823221634848,628849
794,6.677083461247136,630436
795,6.678342114654332,632025
796,6.679599185844383,633616
797,6.680854678790215,635209
798,6.682108597449809,636804
799,6.683360945766275,638401
800,6.684611727667927,640000
801,6.68586094706836,641601
802,6.687108607866515,643204
803,6.688354713946762,644809
804,6.6895992691789665,646416
805,6.690842277418564,648025
806,6.692083742506628,649636
807,6.693323668269949,651249
808,6.694562058521095,652864
809,6.695798917058491,654481
810,6.697034247666484,656100
811,6.698268054115413,657721
812,6.699500340161678,659344
813,6.70073110954781,660969
814,6.70196036600254,662596
815,6.703188113240863,664225
816,6.704414354964107,665856
817,6.705639094860003,667489
818,6.706862336602747,669124
819,6.70808408385307,670761
820,6.709304340258298,672400
821,6.710523109452428,674041
822,6.71174039505618,675684
823,6.71295620067707,677329
824,6.714170529909472,678976
825,6.715383386334681,680625
826,6.716594773520978,682276
827,6.717804695023691,683929
828,6.71901315438526,685584
829,6.720220155135295,687241
830,6.721425700790643,688900
831,6.7226297948554485,690561
832,6.723832440821209,692224
833,6.725033642166843,693889
834,6.726233402358747,695556
835,6.727431724850855,697225
836,6.728628613084702,698896
837,6.729824070489475,700569
838,6.731018100482083,702244
839,6.732210706467206,703921
840,6.733401891837359,705600
841,6.734591659972948,707281
842,6.7357800142423265,708964
843,6.736966958001855,710649
844,6.738152494595957,712336
845,6.739336627357174,714025
846,6.740519359606223,715716
847,6.741700694652055,717409
848,6.742880635791903,719104
849,6.744059186311348,720801
850,6.745236349484363,722500
851,6.7464121285733745,724201
852,6.747586526829315,725904
853,6.748759547491679,727609
854,6.74993119378857,729316
855,6.75110146893676,731025
856,6.752270376141742,732736
857,6.75343791859778,734449
858,6.754604099487962,736164
859,6.755768921984255,737881
860,6.756932389247553,739600
861,6.7580945044277305,741321
862,6.759255270663693,743044
863,6.760414691083428,744769
864,6.761572768804055,746496
865,6.762729506931879,748225
866,6.763884908562435,749956
867,6.7650389767805414,751689
868,6.7661917146603505,753424
869,6.767343125265392,755161
870,6.76849321164863,756900
871,6.769641976852503,758641
872,6.77078942390898,760384
873,6.771935555839602,762129
874,6.773080375655535,763876
875,6.774223886357614,765625
876,6.775366090936392,767376
877,6.776506992372183,769129
878,6.777646593635117,770884
879,6.778784897685177,772641
880,6.779921907472252,774400
881,6.78105762593618,776161
882,6.782192056006791,777924
883,6.78332520060396,779689
884,6.784457062637643,781456
885,6.785587645007929,783225
886,6.786716950605081,784996
887,6.787844982309579,786769
888,6.78897174299217,788544
889,6.790097235513905,790321
890,6.7912214627261855,792100
891,6.792344427470809,793881
892,6.79346613258001,795664
893,6.794586580876499,797449
894,6.795705775173514,799236
895,6.796823718274855,801025
896,6.79794041297493,802816
897,6.799055862058796,804609
898,6.8001700683022,806404
899,6.80128303447162,808201
900,6.802394763324311,810000
901,6.803505257608338,811801
902,6.804614520062624,813604
903,6.805722553416985,815409
904,6.806829360392176,817216
905,6.807934943699926,819025
906,6.80903930604298,820836
907,6.810142450115136,822649
908,6.811244378601294,824464
909,6.812345094177479,826281
910,6.813444599510896,828100
911,6.814542897259958,829921
912,6.815639990074331,831744
913,6.816735880594968,833569
914,6.81783057145415,835396
915,6.818924065275521,837225
916,6.82001636467413,839056
917,6.821107472256465,840889
918,6.822197390620491,842724
919,6.823286122355687,844561
920,6.824373670043086,846400
921,6.825460036255307,848241
922,6.826545223556594,850084
923,6.827629234502852,851929
924,6.828712071641684,853776
925,6.829793737512425,855625
926,6.8308742346461795,857476
927,6.831953565565855,859329
928,6.833031732786201,861184
929,6.834108738813838,863041
930,6.835184586147301,864900
931,6.836259277277067,866761
932,6.837332814685591,868624
933,6.838405200847344,870489
934,6.839476438228843,872356
935,6.840546529288687,874225
936,6.841615476477592,876096
937,6.842683282238422,877969
938,6.843749949006225,879844
939,6.844815479208263,881721
940,6.84587987526405,883600
941,6.846943139585379,885481
942,6.848005274576363,887364
943,6.849066282633458,889249
944,6.8501261661455,891136
945,6.851184927493743,893025
946,6.852242569051878,894916
947,6.853299093186078,896809
948,6.854354502255021,898704
949,6.855408798609928,900601
950,6.856461984594587,902500
951,6.85751406254539,904401
952,6.858565034791365,906304
953,6.859614903654202,908209
954,6.860663671448287,910116
955,6.86171134048073,912025
956,6.862757913051401,913936
957,6.863803391452954,915849
958,6.86484777797086,917764
959,6.8658910748834385,919681
960,6.866933284461882,921600
961,6.8679744089702925,923521
962,6.8690144506657065,925444
963,6.870053411798126,927369
964,6.871091294610546,929296
965,6.872128101338986,931225
966,6.873163834212518,933156
967,6.874198495453294,935089
968,6.875232087276577,937024
969,6.876264611890766,938961
970,6.877296071497429,940900
971,6.878326468291325,942841
972,6.879355804460439,944784
973,6.880384082186005,946729
974,6.881411303642535,948676
975,6.882437470997847,950625
976,6.883462586413092,952576
977,6.884486652042782,954529
978,6.885509670034818,956484
979,6.88653164253051,958441
980,6.887552571664617,960400
981,6.8885724595653635,962361
982,6.889591308354466,964324
983,6.890609120147166,966289
984,6.891625897052253,968256
985,6.892641641172089,970225
986,6.893656354602635,972196
987,6.894670039433482,974169
988,6.895682697747868,976144
989,6.8966943316227125,978121
990,6.897704943128636,980100
991,6.898714534329988,982081
992,6.899723107284872,984064
993,6.900730664045173,986049
994,6.901737206656574,988036
995,6.902742737158593,990025
996,6.903747257584598,992016
997,6.904750769961838,994009
998,6.905753276311464,996004
999,6.906754778648554,998001
1000,6.907755278982137,1000000
1001,6.90875477931522,1002001
1002,6.90975328164481,1004004
1003,6.910750787961936,1006009
1004,6.911747300251674,1008016
1005,6.912742820493176,1010025
1006,6.913737350659685,1012036
1007,6.914730892718563,1014049
1008,6.915723448631314,1016064
1009,6.9167150203536085,1018081
1010,6.917705609835305,1020100
1011,6.918695219020472,1022121
1012,6.919683849847411,1024144
1013,6.920671504248683,1026169
1014,6.921658184151129,1028196
1015,6.922643891475888,1030225
1016,6.923628628138427,1032256
1017,6.92461239604856,1034289
1018,6.925595197110468,1036324
1019,6.926577033222725,1038361
1020,6.927557906278317,1040400
1021,6.928537818164665,1042441
1022,6.92951677076365,1044484
1023,6.930494765951626,1046529
1024,6.931471805599453,1048576
1025,6.932447891572509,1050625
1026,6.933423025730715,1052676
1027,6.934397209928558,1054729
1028,6.93537044601511,1056784
1029,6.9363427358340495,1058841
1030,6.937314081223682,1060900
1031,6.93828448401696,1062961
1032,6.939253946041508,1065024
1033,6.940222469119639,1067089
1034,6.9411900550683745,1069156
1035,6.942156705699469,1071225
1036,6.943122422819428,1073296
1037,6.9440872082295275,1075369
1038,6.945051063725834,1077444
1039,6.946013991099227,1079521
1040,6.946975992135418,1081600
1041,6.947937068614969,1083681
1042,6.948897222313312,1085764
1043,6.949856455000773,1087849
1044,6.950814768442584,1089936
1045,6.951772164398911,1092025
1046,6.952728644624869,1094116
1047,6.953684210870537,1096209
1048,6.954638864880987,1098304
1049,6.955592608396297,1100401
1050,6.956545443151569,1102500
1051,6.957497370876951,1104601
1052,6.9584483932976555,1106704
1053,6.959398512133975,1108809
1054,6.960347729101308,1110916
1055,6.961296045910167,1113025
1056,6.962243464266207,1115136
1057,6.963189985870238,1117249
1058,6.964135612418245,1119364
