column_a,column_b,column_c
247,5.5093883366279774,61009
249,5.517452896464707,62001
251,5.5254529391317835,63001
253,5.53338948872752,64009
255,5.541263545158426,65025
257,5.54907608489522,66049
259,5.556828061699537,67081
261,5.564520407322694,68121
263,5.572154032177765,69169
265,5.579729825986222,70225
267,5.58724865840025,71289
269,5.594711379601839,72361
271,5.602118820879701,73441
273,5.60947179518496,74529
275,5.616771097666572,75625
277,5.6240175061873385,76729
279,5.631211781821365,77841
281,5.638354669333745,78961
283,5.645446897643238,80089
285,5.652489180268651,81225
287,5.659482215759621,82369
289,5.666426688112432,83521
291,5.673323267171493,84681
293,5.680172609017068,85849
295,5.68697535633982,87025
297,5.6937321388027,88209
299,5.700443573390687,89401
301,5.707110264748875,90601
303,5.713732805509369,91809
305,5.720311776607412,93025
307,5.726847747587197,94249
309,5.733341276897746,95481
311,5.739792912179234,96721
313,5.746203190540153,97969
315,5.752572638825633,99225
317,5.75890177387728,100489
319,5.765191102784844,101761
321,5.771441123130016,103041
323,5.777652323222656,104329
325,5.783825182329737,105625
327,5.7899601708972535,106929
329,5.796057750765372,108241
331,5.802118375377063,109561
333,5.808142489980444,110889
335,5.814130531825066,112225
337,5.820082930352362,113569
339,5.82600010738045,114921
341,5.831882477283517,116281
343,5.8377304471659395,117649
345,5.84354441703136,119025
347,5.849324779946859,120409
349,5.855071922202427,121801
351,5.860786223465865,123201
353,5.8664680569332965,124609
355,5.872117789475416,126025
357,5.877735781779639,127449
359,5.883322388488279,128881
361,5.8888779583328805,130321
363,5.8944028342648505,131769
365,5.8998973535824915,133225
367,5.905361848054571,134689
369,5.910796644040527,136161
371,5.916202062607435,137641
373,5.921578419643816,139129
375,5.926926025970411,140625
377,5.932245187448011,142129
379,5.937536205082426,143641
381,5.942799375126701,145161
383,5.948034989180646,146689
385,5.953243334287785,148225
387,5.958424693029782,149769
389,5.963579343618446,151321
391,5.968707559985366,152881
393,5.973809611869261,154449
395,5.978885764901122,156025
397,5.983936280687191,157609
399,5.988961416889864,159201
401,5.993961427306569,160801
403,5.998936561946683,162409
405,6.003887067106539,164025
407,6.008813185442595,165649
409,6.013715156042802,167281
411,6.018593214496234,168921
413,6.023447592961033,170569
415,6.028278520230698,172225
417,6.0330862217988015,173889
419,6.037870919922137,175561
421,6.042632833682381,177241
423,6.0473721790462776,178929
425,6.052089168924417,180625
427,6.056784013228625,182329
429,6.061456918928017,184041
431,6.066108090103747,185761
433,6.07073772800249,187489
435,6.075346031088684,189225
437,6.07993319509559,190969
439,6.0844994130751715,192721
441,6.089044875446846,194481
443,6.093569770045136,196249
445,6.09807428216624,198025
447,6.102558594613569,199809
449,6.1070228877422545,201601
451,6.111467339502679,203401
453,6.115892125483034,205209
455,6.12029741895095,207025
457,6.124683390894205,208849
459,6.129050210060545,210681
461,6.133398042996649,212521
463,6.137727054086234,214369
465,6.142037405587356,216225
467,6.1463292576688975,218089
469,6.150602768446279,219961
471,6.154858094016418,221841
473,6.159095388491933,223729
475,6.163314804034641,225625
477,6.1675164908883415,227529
479,6.171700597410915,229441
481,6.175867270105761,231361
483,6.180016653652572,233289
485,6.184148890937483,235225
487,6.18826412308259,237169
489,6.192362489474872,239121
491,6.19644412779452,241081
493,6.20050917404269,243049
495,6.20455776256869,245025
497,6.208590026096629,247009
499,6.212606095751519,249001
501,6.2166061010848646,251001
503,6.220590170099739,253009
505,6.22455842927536,255025
507,6.2285110035911835,257049
509,6.2324480165505225,259081
511,6.236369590203704,261121
513,6.240275845170769,263169
515,6.244166900663736,265225
517,6.248042874508429,267289
519,6.251903883165888,269361
521,6.255750041753367,271441
523,6.259581464064923,273529
525,6.263398262591624,275625
527,6.267200548541362,277729
529,6.270988431858299,279841
531,6.274762021241939,281961
533,6.278521424165844,284089
535,6.282266746896006,286225
537,6.285998094508865,288369
539,6.289715570908998,290521
541,6.293419278846481,292681
543,6.297109319933935,294849
545,6.300785794663244,297025
547,6.304448802421981,299209
549,6.3080984415095305,301401
551,6.311734809152915,303601
553,6.315358001522335,305809
555,6.318968113746434,308025
557,6.322565239927284,310249
559,6.326149473155099,312481
561,6.329720905522696,314721
563,6.333279628139691,316969
565,6.336825731146441,319225
567,6.340359303727752,321489
569,6.343880434126331,323761
571,6.3473892096560105,326041
573,6.35088571671474,328329
575,6.354370040797351,330625
577,6.3578422665081,332929
579,6.361302477572996,335241
581,6.364750756851911,337561
583,6.368187186350492,339889
585,6.371611847231857,342225
587,6.375024819828097,344569
589,6.3784261836515865,346921
591,6.3818160174060985,349281
593,6.385194398997726,351649
595,6.38856140554563,354025
597,6.391917113392602,356409
599,6.395261598115449,358801
601,6.398594934535208,361201
603,6.401917196727186,363609
605,6.405228458030842,366025
607,6.408528791059498,368449
609,6.411818267709897,370881
611,6.415096959171596,373321
613,6.418364935936212,375769
615,6.421622267806518,378225
617,6.424869023905388,380689
619,6.428105272684596,383161
621,6.431331081933479,385641
623,6.434546518787453,388129
625,6.437751649736401,390625
627,6.440946540632921,393129
629,6.444131256700441,395641
631,6.447305862541213,398161
633,6.450470422144176,400689
635,6.453624998892692,403225
637,6.456769655572163,405769
639,6.459904454377535,408321
641,6.46302945692067,410881
643,6.466144724237619,413449
645,6.4692503167957724,416025
647,6.472346294500901,418609
649,6.47543271670409,421201
651,6.478509642208569,423801
653,6.481577129276431,426409
655,6.484635235635252,429025
657,6.48768401848461,431649
659,6.490723534502507,434281
661,6.493753839851686,436921
663,6.4967749901858625,439569
665,6.499787040655854,442225
667,6.502790045915623,444889
669,6.505784060128229,447561
671,6.508769136971682,450241
673,6.511745329644728,452929
675,6.51471269087253,455625
677,6.517671272912275,458329
679,6.520621127558696,461041
681,6.523562306149512,463761
683,6.52649485957079,466489
685,6.529418838262226,469225
687,6.532334292222349,471969
689,6.535241271013659,474721
691,6.53813982376767,477481
693,6.541029999189903,480249
695,6.543911845564792,483025
697,6.546785410760524,485809
699,6.54965074223381,488601
701,6.55250788703459,491401
703,6.555356891810665,494209
705,6.558197802812269,497025
707,6.561030665896573,499849
709,6.5638555265321274,502681
711,6.566672429803241,505521
713,6.569481420414296,508369
715,6.5722825426940075,511225
717,6.57507584059962,514089
719,6.577861357721047,516961
721,6.580639137284949,519841
723,6.583409222158765,522729
725,6.586171654854675,525625
727,6.588926477533519,528529
729,6.591673732008658,531441
731,6.594413459749778,534361
733,6.597145701886651,537289
735,6.5998704992128365,540225
737,6.602587892189336,543169
739,6.6052979209482015,546121
741,6.608000625296087,549081
743,6.610696044717759,552049
745,6.61338421837956,555025
747,6.616065185132817,558009
749,6.618738983517219,561001
751,6.621405651764134,564001
753,6.6240652277998935,567009
755,6.626717749249025,570025
757,6.6293632534374485,573049
759,6.63200177739563,576081
761,6.634633357861686,579121
763,6.637258031284457,582169
765,6.639875833826536,585225
767,6.642486801367256,588289
769,6.645090969505644,591361
771,6.647688373563329,594441
773,6.650279048587422,597529
775,6.652863029353347,600625
777,6.655440350367647,603729
779,6.658011045870748,606841
781,6.660575149839686,609961
783,6.663132695990803,613089
785,6.665683717782408,616225
787,6.668228248417403,619369
789,6.670766320845874,622521
791,6.673297967767654,625681
793,6.675823221634848,628849
795,6.678342114654332,632025
797,6.680854678790215,635209
799,6.683360945766275,638401
801,6.68586094706836,641601
803,6.688354713946762,644809
805,6.690842277418564,648025
807,6.693323668269949,651249
809,6.695798917058491,654481
811,6.698268054115413,657721
813,6.70073110954781,660969
815,6.703188113240863,664225
817,6.705639094860003,667489
819,6.70808408385307,670761
821,6.710523109452428,674041
823,6.71295620067707,677329
825,6.715383386334681,680625
827,6.717804695023691,683929
829,6.720220155135295,687241
831,6.7226297948554485,690561
833,6.725033642166843,693889
835,6.727431724850855,697225
837,6.729824070489475,700569
839,6.732210706467206,703921
841,6.734591659972948,707281
843,6.736966958001855,710649
845,6.739336627357174,714025
847,6.741700694652055,717409
849,6.744059186311348,720801
851,6.7464121285733745,724201
853,6.748759547491679,727609
855,6.75110146893676,731025
857,6.75343791859778,734449
859,6.755768921984255,737881
861,6.7580945044277305,741321
863,6.760414691083428,744769
865,6.762729506931879,748225
867,6.7650389767805414,751689
869,6.767343125265392,755161
871,6.769641976852503,758641
873,6.771935555839602,762129
875,6.774223886357614,765625
877,6.776506992372183,769129
879,6.778784897685177,772641
881,6.78105762593618,776161
883,6.78332520060396,779689
885,6.785587645007929,783225
887,6.787844982309579,786769
889,6.790097235513905,790321
891,6.792344427470809,793881
893,6.794586580876499,797449
895,6.796823718274855,801025
897,6.799055862058796,804609
899,6.80128303447162,808201
901,6.803505257608338,811801
903,6.805722553416985,815409
905,6.807934943699926,819025
907,6.810142450115136,822649
909,6.812345094177479,826281
911,6.814542897259958,829921
913,6.816735880594968,833569
915,6.818924065275521,837225
917,6.821107472256465,840889
919,6.823286122355687,844561
921,6.825460036255307,848241
923,6.827629234502852,851929
925,6.829793737512425,855625
927,6.831953565565855,859329
929,6.834108738813838,863041
931,6.836259277277067,866761
933,6.838405200847344,870489
935,6.840546529288687,874225
937,6.842683282238422,877969
939,6.844815479208263,881721
941,6.846943139585379,885481
943,6.849066282633458,889249
945,6.851184927493743,893025
947,6.853299093186078,896809
949,6.855408798609928,900601
951,6.85751406254539,904401
953,6.859614903654202,908209
955,6.86171134048073,912025
957,6.863803391452954,915849
959,6.8658910748834385,919681
961,6.8679744089702925,923521
963,6.870053411798126,927369
965,6.872128101338986,931225
967,6.874198495453294,935089
969,6.876264611890766,938961
971,6.878326468291325,942841
973,6.880384082186005,946729
975,6.882437470997847,950625
977,6.884486652042782,954529
979,6.88653164253051,958441
981,6.8885724595653635,962361
983,6.890609120147166,966289
985,6.892641641172089,970225
987,6.894670039433482,974169
989,6.8966943316227125,978121
991,6.898714534329988,982081
993,6.900730664045173,986049
995,6.902742737158593,990025
997,6.904750769961838,994009
999,6.906754778648554,998001
1001,6.90875477931522,1002001
1003,6.910750787961936,1006009
1005,6.912742820493176,1010025
1007,6.914730892718563,1014049
1009,6.9167150203536085,1018081
1011,6.918695219020472,1022121
1013,6.920671504248683,1026169
1015,6.922643891475888,1030225
1017,6.92461239604856,1034289
1019,6.926577033222725,1038361
1021,6.928537818164665,1042441
1023,6.930494765951626,1046529
1025,6.932447891572509,1050625
1027,6.934397209928558,1054729
1029,6.9363427358340495,1058841
1031,6.93828448401696,1062961
1033,6.940222469119639,1067089
1035,6.942156705699469,1071225
1037,6.9440872082295275,1075369
1039,6.946013991099227,1079521
1041,6.947937068614969,1083681
1043,6.949856455000773,1087849
1045,6.951772164398911,1092025
1047,6.953684210870537,1096209
1049,6.955592608396297,1100401
1051,6.957497370876951,1104601
1053,6.959398512133975,1108809
1055,6.961296045910167,1113025
1057,6.963189985870238,1117249
1059,6.9650803456014065,1121481
1061,6.966967138613983,1125721
1063,6.968850378341948,1129969
1065,6.970730078143525,1134225
1067,6.9726062513017535,1138489
1069,6.974478911025045,1142761
1071,6.976348070447749,1147041
1073,6.9782137426306985,1151329
1075,6.980075940561763,1155625
1077,6.981934677156389,1159929
1079,6.983789965258135,1164241
1081,6.985641817639208,1168561
1083,6.9874902470009905,1172889
1085,6.98933526597456,1177225
1087,6.99117688712121,1181569
1089,6.9930151229329605,1185921
1091,6.994849985833071,1190281
1093,6.996681488176539,1194649
1095,6.9985096422506015,1199025
1097,7.00033446027523,1203409
1099,7.002155954403621,1207801
1101,7.00397413672268,1212201
1103,7.005789019253503,1216609
1105,7.007600613951853,1221025
1107,7.009408932708637,1225449
1109,7.011213987350367,1229881
1111,7.01301578963963,1234321
1113,7.014814351275545,1238769
1115,7.016609683894219,1243225
1117,7.018401799069201,1247689
1119,7.020190708311925,1252161
1121,7.02197642307216,1256641
1123,7.023758954738443,1261129
1125,7.025538314638521,1265625
1127,7.027314514039777,1270129
1129,7.029087564149662,1274641
1131,7.030857476116121,1279161
1133,7.0326242610280065,1283689
1135,7.034387929915503,1288225
1137,7.036148493750536,1292769
1139,7.037905963447182,1297321
1141,7.039660349862076,1301881
1143,7.04141166379481,1306449
1145,7.0431599159883405,1311025
1147,7.044905117129371,1315609
1149,7.046647277848756,1320201
1151,7.048386408721883,1324801
1153,7.050122520269059,1329409
1155,7.051855622955894,1334025
1157,7.053585727193677,1338649
1159,7.055312843339752,1343281
1161,7.057036981697891,1347921
1163,7.0587581525186645,1352569
1165,7.060476365999801,1357225
1167,7.062191632286556,1361889
1169,7.063903961472068,1366561
1171,7.065613363597717,1371241
1173,7.067319848653476,1375929
1175,7.069023426578259,1380625
1177,7.0707241072602764,1385329
1179,7.072421900537371,1390041
1181,7.074116816197362,1394761
1183,7.075808863978387,1399489
1185,7.077498053569231,1404225
1187,7.079184394609668,1408969
1189,7.080867896690782,1413721
1191,7.0825485693553,1418481
1193,7.084226422097916,1423249
1195,7.085901464365611,1428025
1197,7.087573705557973,1432809
1199,7.089243155027514,1437601
1201,7.0909098220799835,1442401
1203,7.0925737159746784,1447209
1205,7.094234845924755,1452025
1207,7.095893221097532,1456849
1209,7.097548850614793,1461681
1211,7.099201743553092,1466521
1213,7.10085190894405,1471369
1215,7.102499355774649,1476225
1217,7.104144092987527,1481089
1219,7.105786129481271,1485961
1221,7.107425474110705,1490841
1223,7.109062135687172,1495729
1225,7.110696122978827,1500625
1227,7.112327444710911,1505529
1229,7.113956109566034,1510441
1231,7.115582126184454,1515361
1233,7.117205503164344,1520289
1235,7.118826249062078,1525225
1237,7.1204443723924875,1530169
1239,7.122059881629142,1535121
1241,7.123672785204607,1540081
1243,7.1252830915107115,1545049
1245,7.126890808898808,1550025
1247,7.1284959456800365,1555009
1249,7.130098510125578,1560001
1251,7.1316985104669115,1565001
1253,7.133295954896068,1570009
1255,7.134890851565884,1575025
1257,7.136483208590247,1580049
1259,7.138073034044347,1585081
1261,7.13966033596492,1590121
1263,7.141245122350491,1595169
1265,7.142827401161621,1600225
1267,7.144407180321139,1605289
1269,7.1459844677143876,1610361
1271,7.147559271189454,1615441
1273,7.149131598557407,1620529
1275,7.150701457592526,1625625
1277,7.152268856032539,1630729
1279,7.153833801578843,1635841
1281,7.155396301896734,1640961
1283,7.1569563646156364,1646089
1285,7.158513997329321,1651225
1287,7.160069207596127,1656369
1289,7.161622002939187,1661521
1291,7.1631723908466425,1666681
1293,7.164720378771857,1671849
1295,7.166265974133638,1677025
1297,7.167809184316444,1682209
1299,7.1693500166706,1687401
1301,7.170888478512505,1692601
1303,7.172424577124845,1697809
1305,7.173958319756794,1703025
1307,7.175489713624222,1708249
1309,7.1770187659099,1713481
1311,7.1785454837637,1718721
1313,7.180069874302796,1723969
1315,7.181591944611865,1729225
1317,7.183111701743281,1734489
1319,7.1846291527173145,1739761
1321,7.186144304522325,1745041
1323,7.187657164114956,1750329
1325,7.1891677384203225,1755625
1327,7.190676034332207,1760929
1329,7.192182058713246,1766241
1331,7.193685818395112,1771561
1333,7.195187320178709,1776889
1335,7.19668657083435,1782225
1337,7.198183577101943,1787569
1339,7.199678345691172,1792921
1341,7.201170883281678,1798281
1343,7.202661196523238,1803649
1345,7.20414929203594,1809025
1347,7.205635176410364,1814409
1349,7.207118856207756,1819801
1351,7.208600337960199,1825201
1353,7.210079628170788,1830609
1355,7.2115567333138015,1836025
1357,7.213031659834869,1841449
1359,7.214504414151143,1846881
1361,7.215975002651466,1852321
1363,7.217443431696533,1857769
1365,7.21890970761906,1863225
1367,7.220373836723949,1868689
1369,7.221835825288449,1874161
1371,7.223295679562314,1879641
1373,7.224753405767971,1885129
1375,7.226209010100671,1890625
1377,7.227662498728654,1896129
1379,7.229113877793302,1901641
1381,7.2305631534092925,1907161
1383,7.232010331664759,1912689
1385,7.233455418621439,1918225
1387,7.234898420314831,1923769
1389,7.236339342754344,1929321
1391,7.237778191923443,1934881
1393,7.239214973779806,1940449
1395,7.240649694255466,1946025
1397,7.242082359256962,1951609
1399,7.243512974665482,1957201
1401,7.244941546337007,1962801
1403,7.246368080102461,1968409
1405,7.247792581767846,1974025
1407,7.249215057114389,1979649
1409,7.25063551189868,1985281
1411,7.252053951852814,1990921
1413,7.253470382684528,1996569
1415,7.254884810077338,2002225
1417,7.256297239690681,2007889
1419,7.257707677160043,2013561
1421,7.259116128097101,2019241
1423,7.260522598089852,2024929
1425,7.261927092702751,2030625
1427,7.2633296174768365,2036329
1429,7.264730177929867,2042041
1431,7.266128779556451,2047761
1433,7.267525427828172,2053489
1435,7.268920128193722,2059225
1437,7.270312886079025,2064969
1439,7.271703706887368,2070721
1441,7.273092595999522,2076481
1443,7.274479558773871,2082249
1445,7.275864600546533,2088025
1447,7.277247726631484,2093809
1449,7.278628942320682,2099601
1451,7.280008252884188,2105401
1453,7.2813856635702825,2111209
1455,7.282761179605593,2117025
1457,7.284134806195205,2122849
1459,7.285506548522785,2128681
1461,7.2868764117507,2134521
1463,7.288244401020124,2140369
1465,7.289610521451167,2146225
1467,7.2909747781429814,2152089
1469,7.292337176173877,2157961
1471,7.293697720601438,2163841
1473,7.29505641646263,2169729
1475,7.29641326877392,2175625
1477,7.29776828253138,2181529
1479,7.2991214627108,2187441
1481,7.300472814267799,2193361
1483,7.301822342137932,2199289
1485,7.3031700512368,2205225
1487,7.304515946460155,2211169
1489,7.305860032684009,2217121
1491,7.307202314764738,2223081
1493,7.30854279753919,2229049
1495,7.3098814858247865,2235025
1497,7.311218384419629,2241009
1499,7.312553498102598,2247001
1501,7.313886831633462,2253001
1503,7.315218389752975,2259009
1505,7.316548177182976,2265025
1507,7.317876198626496,2271049
1509,7.319202458767849,2277081
1511,7.32052696227274,2283121
1513,7.321849713788356,2289169
1515,7.323170717943469,2295225
1517,7.324489979348532,2301289
1519,7.325807502595773,2307361
1521,7.327123292259293,2313441
1523,7.328437352895162,2319529
1525,7.329749689041512,2325625
1527,7.3310603052186325,2331729
1529,7.332369205929062,2337841
1531,7.333676395657684,2343961
1533,7.334981878871814,2350089
1535,7.336285660021297,2356225
1537,7.337587743538596,2362369
1539,7.338888133838879,2368521
1541,7.340186835320115,2374681
1543,7.341483852363161,2380849
1545,7.3427791893318455,2387025
1547,7.344072850573066,2393209
1549,7.3453648404168685,2399401
1551,7.346655163176539,2405601
1553,7.347943823148687,2411809
1555,7.349230824613334,2418025
1557,7.350516171833998,2424249
1559,7.351799869057777,2430481
1561,7.353081920515432,2436721
1563,7.354362330421477,2442969
1565,7.355641102974253,2449225
1567,7.356918242356021,2455489
1569,7.358193752733032,2461761
1571,7.359467638255621,2468041
1573,7.360739903058278,2474329
1575,7.362010551259734,2480625
1577,7.3632795869630385,2486929
1579,7.364547014255642,2493241
1581,7.365812837209472,2499561
1583,7.367077059881012,2505889
1585,7.368339686311381,2512225
1587,7.369600720526409,2518569
1589,7.370860166536716,2524921
1591,7.372118028337787,2531281
1593,7.373374309910049,2537649
1595,7.374629015218945,2544025
1597,7.3758821482150125,2550409
1599,7.377133712833954,2556801
1601,7.3783837129967145,2563201
1603,7.3796321526095525,2569609
1605,7.380879035564116,2576025
1607,7.382124365737512,2582449
1609,7.3833681469923835,2588881
1611,7.384610383176974,2595321
1613,7.385851078125209,2601769
1615,7.387090235656757,2608225
1617,7.388327859577107,2614689
1619,7.389563953677635,2621161
1621,7.390798521735676,2627641
1623,7.392031567514591,2634129
1625,7.393263094763838,2640625
1627,7.394493107219038,2647129
1629,7.395721608602045,2653641
1631,7.396948602621014,2660161
1633,7.398174092970465,2666689
1635,7.399398083331354,2673225
1637,7.400620577371135,2679769
1639,7.40184157874383,2686321
1641,7.403061091090091,2692881
1643,7.404279118037268,2699449
1645,7.405495663199472,2706025
1647,7.4067107301776405,2712609
1649,7.407924322559599,2719201
1651,7.409136443920128,2725801
1653,7.410347097821024,2732409
1655,7.411556287811163,2739025
1657,7.4127640174265625,2745649
1659,7.413970290190444,2752281
1661,7.415175109613295,2758921
1663,7.416378479192928,2765569
1665,7.417580402414544,2772225
1667,7.418780882750794,2778889
1669,7.419979923661835,2785561
1671,7.421177528595393,2792241
1673,7.422373700986824,2798929
1675,7.423568444259167,2805625
1677,7.424761761823209,2812329
1679,7.425953657077541,2819041
1681,7.427144133408616,2825761
1683,7.428333194190806,2832489
1685,7.429520842786462,2839225
1687,7.430707082545968,2845969
1689,7.4318919168078,2852721
1691,7.43307534889858,2859481
1693,7.4342573821331355,2866249
1695,7.43543801981455,2873025
1697,7.436617265234227,2879809
1699,7.4377951216719325,2886601
1701,7.438971592395862,2893401
1703,7.440146680662688,2900209
1705,7.4413203897176174,2907025
1707,7.442492722794441,2913849
1709,7.443663683115591,2920681
1711,7.444833273892193,2927521
1713,7.44600149832412,2934369
1715,7.44716835960004,2941225
1717,7.448333860897476,2948089
1719,7.449498005382849,2954961
1721,7.450660796211539,2961841
1723,7.45182223652793,2968729
1725,7.45298232946546,2975625
1727,7.454141078146678,2982529
1729,7.455298485683291,2989441
1731,7.456454555176209,2996361
1733,7.457609289715606,3003289
1735,7.45876269238096,3010225
1737,7.459914766241105,3017169
1739,7.461065514354283,3024121
1741,7.462214939768189,3031081
1743,7.463363045520021,3038049
1745,7.4645098346365275,3045025
1747,7.465655310134056,3052009
1749,7.466799475018602,3059001
1751,7.467942332285852,3066001
1753,7.469083884921234,3073009
1755,7.470224135899966,3080025
1757,7.471363088187097,3087049
1759,7.472500744737558,3094081
1761,7.473637108496206,3101121
1763,7.47477218239787,3108169
1765,7.475905969367397,3115225
1767,7.4770384723196965,3122289
1769,7.478169694159785,3129361
1771,7.479299637782834,3136441
1773,7.480428306074208,3143529
1775,7.4815557019095165,3150625
1777,7.482681828154651,3157729
1779,7.483806687665835,3164841
1781,7.484930283289661,3171961
1783,7.48605261786314,3179089
1785,7.487173694213739,3186225
1787,7.488293515159428,3193369
1789,7.489412083508719,3200521
1791,7.490529402060711,3207681
1793,7.491645473605133,3214849
1795,7.492760300922379,3222025
1797,7.493873886783559,3229209
1799,7.4949862339505335,3236401
1801,7.496097345175956,3243601
1803,7.497207223203318,3250809
1805,7.498315870766981,3258025
1807,7.499423290592229,3265249
1809,7.500529485395295,3272481
1811,7.501634457883413,3279721
1813,7.502738210754851,3286969
1815,7.503840746698951,3294225
1817,7.504942068396171,3301489
1819,7.506042178518122,3308761
1821,7.507141079727608,3316041
1823,7.508238774678663,3323329
1825,7.509335266016592,3330625
1827,7.510430556378006,3337929
1829,7.511524648390866,3345241
1831,7.5126175446745105,3352561
1833,7.513709247839705,3359889
1835,7.51479976048867,3367225
1837,7.515889085215125,3374569
1839,7.516977224604321,3381921
1841,7.518064181233078,3389281
1843,7.519149957669823,3396649
1845,7.520234556474628,3404025
1847,7.52131798019924,3411409
1849,7.522400231387125,3418801
1851,7.523481312573497,3426201
1853,7.52456122628536,3433609
1855,7.5256399750415355,3441025
1857,7.526717561352706,3448449
1859,7.527793987721444,3455881
1861,7.528869256642251,3463321
1863,7.529943370601589,3470769
1865,7.5310163320779155,3478225
1867,7.532088143541722,3485689
1869,7.533158807455563,3493161
1871,7.534228326274089,3500641
1873,7.5352967024440884,3508129
1875,7.536363938404511,3515625
1877,7.537430036586509,3523129
1879,7.538494999413465,3530641
1881,7.53955882930103,3538161
1883,7.5406215286571525,3545689
1885,7.541683099882111,3553225
1887,7.54274354536855,3560769
1889,7.543802867501509,3568321
1891,7.544861068658458,3575881
1893,7.545918151209323,3583449
1895,7.546974117516527,3591025
1897,7.5480289699350145,3598609
1899,7.549082710812286,3606201
1901,7.550135342488429,3613801
1903,7.551186867296149,3621409
1905,7.552237287560802,3629025
1907,7.553286605600419,3636649
1909,7.554334823725748,3644281
1911,7.555381944240273,3651921
1913,7.556427969440253,3659569
1915,7.557472901614746,3667225
1917,7.558516743045645,3674889
1919,7.5595594960077,3682561
1921,7.560601162768557,3690241
1923,7.56164174558878,3697929
1925,7.562681246721884,3705625
1927,7.563719668414366,3713329
1929,7.564757012905729,3721041
1931,7.565793282428515,3728761
1933,7.566828479208331,3736489
1935,7.5678626054638825,3744225
1937,7.5688956634069955,3751969
1939,7.569927655242652,3759721
1941,7.57095858316901,3767481
1943,7.57198844937744,3775249
1945,7.573017256052546,3783025
1947,7.5740450053721995,3790809
1949,7.575071699507561,3798601
1951,7.576097340623111,3806401
1953,7.577121930876679,3814209
1955,7.578145472419466,3822025
1957,7.579167967396076,3829849
1959,7.580189417944541,3837681
1961,7.581209826196346,3845521
1963,7.5822291942764615,3853369
1965,7.583247524303362,3861225
1967,7.584264818389059,3869089
1969,7.585281078639126,3876961
1971,7.58629630715272,3884841
1973,7.587310506022615,3892729
1975,7.5883236773352225,3900625
1977,7.589335823170617,3908529
1979,7.590346945602565,3916441
1981,7.591357046698551,3924361
